timestamp,device,voltage,current,power_watts,consumption_kwh
2025-01-02 04:37:00,Television,110.31,4.31,475.44,0.48
2025-01-02 04:38:00,Computer,147.51,18.28,2696.48,2.7
2025-01-02 04:39:00,Washing Machina,124.8,7.8,973.44,0.97
2025-01-02 04:40:00,Microwave,231.15,3.24,748.93,0.75
2025-01-02 04:41:00,Television,113.71,18.22,2071.8,2.07
2025-01-02 04:42:00,Television,219.1,3.73,817.24,0.82
2025-01-02 04:43:00,Television,178.58,29.38,5246.68,5.25
2025-01-02 04:44:00,Washing Machina,128.81,10.54,1357.66,1.36
2025-01-02 04:45:00,Fan,132.18,9.76,1290.08,1.29
2025-01-02 04:46:00,Heater,148.14,26.24,3887.19,3.89
2025-01-02 04:47:00,Microwave,179.31,14.61,2619.72,2.62
2025-01-02 04:48:00,Computer,204.87,25.53,5230.33,5.23
2025-01-02 04:49:00,Microwave,219.47,18.33,4022.89,4.02
2025-01-02 04:50:00,Heater,213.58,1.64,350.27,0.35
2025-01-02 04:51:00,Washing Machina,139.47,25.53,3560.67,3.56
2025-01-02 04:52:00,Washing Machina,178.9,23.73,4245.3,4.25
2025-01-02 04:53:00,Heater,164.19,16.75,2750.18,2.75
2025-01-02 04:54:00,Television,144.29,19.17,2766.04,2.77
2025-01-02 04:55:00,Computer,167.06,19.7,3291.08,3.29
2025-01-02 04:56:00,Microwave,211.4,19.04,4025.06,4.03
2025-01-02 04:57:00,Computer,147.2,11.36,1672.19,1.67
2025-01-02 04:58:00,Fan,168.16,27.18,4570.59,4.57
2025-01-02 04:59:00,Air Conditioner,137.87,10.11,1393.87,1.39
2025-01-02 05:00:00,Air Conditioner,154.09,10.35,1594.83,1.59
2025-01-02 05:01:00,Washing Machina,207.74,28.06,5829.18,5.83
2025-01-02 05:02:00,Air Conditioner,239.38,10.69,2558.97,2.56
2025-01-02 05:03:00,Air Conditioner,176.13,8.94,1574.6,1.57
2025-01-02 05:04:00,Air Conditioner,179.55,20.3,3644.87,3.64
2025-01-02 05:05:00,Microwave,113.21,14.4,1630.22,1.63
2025-01-02 05:06:00,Microwave,168.34,16.22,2730.47,2.73
2025-01-02 05:07:00,Television,137.85,24.32,3352.51,3.35
2025-01-02 05:08:00,Washing Machina,221.86,26.0,5768.36,5.77
2025-01-02 05:09:00,Television,205.28,11.04,2266.29,2.27
2025-01-02 05:10:00,Heater,110.72,11.18,1237.85,1.24
2025-01-02 05:11:00,Heater,187.36,9.55,1789.29,1.79
2025-01-02 05:12:00,Television,156.78,23.35,3660.81,3.66
2025-01-02 05:13:00,Washing Machina,218.08,19.59,4272.19,4.27
2025-01-02 05:14:00,Television,159.34,13.62,2170.21,2.17
2025-01-02 05:15:00,Heater,218.9,10.23,2239.35,2.24
2025-01-02 05:16:00,Television,138.85,18.25,2534.01,2.53
2025-01-02 05:17:00,Washing Machina,126.91,14.49,1838.93,1.84
2025-01-02 05:18:00,Television,217.67,27.33,5948.92,5.95
2025-01-02 05:19:00,Fan,172.52,12.73,2196.18,2.2
2025-01-02 05:20:00,Fan,137.62,19.85,2731.76,2.73
2025-01-02 05:21:00,Washing Machina,167.95,20.17,3387.55,3.39
2025-01-02 05:22:00,Washing Machina,193.55,28.07,5432.95,5.43
2025-01-02 05:23:00,Washing Machina,114.02,1.54,175.59,0.18
2025-01-02 05:24:00,Refrigerator,176.6,6.73,1188.52,1.19
2025-01-02 05:25:00,Television,190.95,19.52,3727.34,3.73
2025-01-02 05:26:00,Microwave,178.28,6.57,1171.3,1.17
2025-01-02 05:27:00,Microwave,162.49,4.46,724.71,0.72
2025-01-02 05:28:00,Fan,161.02,13.13,2114.19,2.11
2025-01-02 05:29:00,Air Conditioner,134.84,3.16,426.09,0.43
2025-01-02 05:30:00,Refrigerator,157.22,27.45,4315.69,4.32
2025-01-02 05:31:00,Refrigerator,204.21,15.8,3226.52,3.23
2025-01-02 05:32:00,Heater,206.31,22.01,4540.88,4.54
2025-01-02 05:33:00,Washing Machina,207.71,18.03,3745.01,3.75
2025-01-02 05:34:00,Computer,137.35,1.63,223.88,0.22
2025-01-02 05:35:00,Computer,207.33,9.99,2071.23,2.07
2025-01-02 05:36:00,Refrigerator,191.97,23.17,4447.94,4.45
2025-01-02 05:37:00,Computer,115.18,15.49,1784.14,1.78
2025-01-02 05:38:00,Microwave,119.54,2.16,258.21,0.26
2025-01-02 05:39:00,Air Conditioner,200.22,27.31,5468.01,5.47
2025-01-02 05:40:00,Microwave,173.69,11.9,2066.91,2.07
2025-01-02 05:41:00,Computer,164.01,23.28,3818.15,3.82
2025-01-02 05:42:00,Refrigerator,187.27,20.32,3805.33,3.81
2025-01-02 05:43:00,Washing Machina,130.96,1.69,221.32,0.22
2025-01-02 05:44:00,Heater,187.46,15.96,2991.86,2.99
2025-01-02 05:45:00,Washing Machina,122.52,7.74,948.3,0.95
2025-01-02 05:46:00,Television,182.18,25.07,4567.25,4.57
2025-01-02 05:47:00,Air Conditioner,182.34,17.97,3276.65,3.28
2025-01-02 05:48:00,Washing Machina,203.23,22.64,4601.13,4.6
2025-01-02 05:49:00,Television,151.4,7.11,1076.45,1.08
2025-01-02 05:50:00,Fan,208.72,6.55,1367.12,1.37
2025-01-02 05:51:00,Air Conditioner,120.1,27.64,3319.56,3.32
2025-01-02 05:52:00,Television,167.19,2.71,453.08,0.45
2025-01-02 05:53:00,Computer,210.63,14.43,3039.39,3.04
2025-01-02 05:54:00,Computer,120.56,25.95,3128.53,3.13
2025-01-02 05:55:00,Washing Machina,213.91,8.42,1801.12,1.8
2025-01-02 05:56:00,Microwave,128.87,6.87,885.34,0.89
2025-01-02 05:57:00,Microwave,151.51,12.57,1904.48,1.9
2025-01-02 05:58:00,Heater,152.39,1.68,256.02,0.26
2025-01-02 05:59:00,Microwave,139.89,9.48,1326.16,1.33
2025-01-02 06:00:00,Refrigerator,207.19,5.53,1145.76,1.15
2025-01-02 06:01:00,Air Conditioner,157.87,25.96,4098.31,4.1
2025-01-02 06:02:00,Fan,238.8,3.5,835.8,0.84
2025-01-02 06:03:00,Television,204.55,2.77,566.6,0.57
2025-01-02 06:04:00,Refrigerator,186.56,12.56,2343.19,2.34
2025-01-02 06:05:00,Television,155.54,24.9,3872.95,3.87
2025-01-02 06:06:00,Fan,130.94,12.87,1685.2,1.69
2025-01-02 06:07:00,Computer,219.37,10.54,2312.16,2.31
2025-01-02 06:08:00,Fan,141.35,13.13,1855.93,1.86
2025-01-02 06:09:00,Microwave,113.88,15.36,1749.2,1.75
2025-01-02 06:10:00,Television,143.64,2.77,397.88,0.4
2025-01-02 06:11:00,Heater,151.41,15.43,2336.26,2.34
2025-01-02 06:12:00,Refrigerator,188.82,16.77,3166.51,3.17
2025-01-02 06:13:00,Computer,166.02,17.42,2892.07,2.89
2025-01-02 06:14:00,Air Conditioner,207.97,23.15,4814.51,4.81
2025-01-02 06:15:00,Heater,219.34,8.84,1938.97,1.94
2025-01-02 06:16:00,Microwave,131.23,17.18,2254.53,2.25
2025-01-02 06:17:00,Fan,154.15,27.81,4286.91,4.29
2025-01-02 06:18:00,Television,154.72,20.29,3139.27,3.14
2025-01-02 06:19:00,Computer,148.59,5.28,784.56,0.78
2025-01-02 06:20:00,Heater,188.62,15.84,2987.74,2.99
2025-01-02 06:21:00,Fan,166.3,16.39,2725.66,2.73
2025-01-02 06:22:00,Refrigerator,,10.26,2051.49,2.05
2025-01-02 06:23:00,Microwave,237.24,15.33,3636.89,3.64
2025-01-02 06:24:00,Fan,119.58,4.31,515.39,0.52
2025-01-02 06:25:00,Television,142.9,28.4,4058.36,4.06
2025-01-02 06:26:00,Fan,159.6,27.25,4349.1,4.35
2025-01-02 06:27:00,Refrigerator,232.46,15.55,3614.75,3.61
2025-01-02 06:28:00,Air Conditioner,239.69,11.93,2859.5,2.86
2025-01-02 06:29:00,Washing Machina,183.84,19.96,3669.45,3.67
2025-01-02 06:30:00,Refrigerator,212.89,15.78,3359.4,3.36
2025-01-02 06:31:00,Fan,174.95,19.37,3388.78,3.39
2025-01-02 06:32:00,Television,160.55,10.26,1647.24,1.65
2025-01-02 06:33:00,Washing Machina,145.06,1.38,200.18,0.2
2025-01-02 06:34:00,Refrigerator,209.83,12.44,2610.29,2.61
2025-01-02 06:35:00,Microwave,149.84,28.09,4209.01,4.21
2025-01-02 06:36:00,Computer,166.59,5.22,869.6,0.87
2025-01-02 06:37:00,Microwave,145.96,6.02,878.68,0.88
2025-01-02 06:38:00,Microwave,207.49,18.75,3890.44,3.89
2025-01-02 06:39:00,Washing Machina,110.44,28.72,3171.84,3.17
2025-01-02 06:40:00,Refrigerator,160.9,12.34,1985.51,1.99
2025-01-02 06:41:00,Microwave,158.41,16.71,2647.03,2.65
2025-01-02 06:42:00,Television,228.37,13.1,2991.65,2.99
2025-01-02 06:43:00,Air Conditioner,191.74,0.71,136.14,0.14
2025-01-02 06:44:00,Computer,127.65,26.89,3432.51,3.43
2025-01-02 06:45:00,Refrigerator,159.73,20.13,3215.36,3.22
2025-01-02 06:46:00,Heater,152.37,12.72,1938.15,1.94
2025-01-02 06:47:00,Television,151.92,17.38,2640.37,2.64
2025-01-02 06:48:00,Microwave,135.32,2.19,296.35,0.3
2025-01-02 06:49:00,Heater,229.68,8.31,1908.64,1.91
2025-01-02 06:50:00,Fan,182.87,27.88,5098.42,5.1
2025-01-02 06:51:00,Fan,237.06,23.11,5478.46,5.48
2025-01-02 06:52:00,Washing Machina,225.09,12.97,2919.42,2.92
2025-01-02 06:53:00,Heater,133.37,5.0,666.85,0.67
2025-01-02 06:54:00,Heater,234.72,7.34,1722.84,1.72
2025-01-02 06:55:00,Microwave,132.93,23.66,3145.12,3.15
2025-01-02 06:56:00,Washing Machina,187.08,6.06,1133.7,1.13
2025-01-02 06:57:00,Computer,149.65,14.91,2231.28,2.23
2025-01-02 06:58:00,Air Conditioner,187.21,17.26,3231.24,3.23
2025-01-02 06:59:00,Television,166.22,2.83,470.4,0.47
2025-01-02 07:00:00,Washing Machina,223.19,10.25,2287.7,2.29
2025-01-02 07:01:00,Refrigerator,171.65,29.61,5082.56,5.08
2025-01-02 07:02:00,Computer,165.44,26.9,4450.34,4.45
2025-01-02 07:03:00,Television,131.04,5.75,753.48,0.75
2025-01-02 07:04:00,Computer,209.19,5.5,1150.55,1.15
2025-01-02 07:05:00,Refrigerator,145.66,8.98,1308.03,1.31
2025-01-02 07:06:00,Television,221.59,14.12,3128.85,3.13
2025-01-02 07:07:00,Computer,215.69,24.39,5260.68,5.26
2025-01-02 07:08:00,Air Conditioner,119.06,10.86,1292.99,1.29
2025-01-02 07:09:00,Refrigerator,207.41,3.25,674.08,0.67
2025-01-02 07:10:00,Air Conditioner,183.89,26.36,4847.34,4.85
2025-01-02 07:11:00,Microwave,120.21,27.96,3361.07,3.36
2025-01-02 07:12:00,Air Conditioner,235.1,6.5,1528.15,1.53
2025-01-02 07:13:00,Heater,113.12,8.48,959.26,0.96
2025-01-02 07:14:00,Computer,129.24,4.51,582.87,0.58
2025-01-02 07:15:00,Computer,226.35,6.7,1516.55,1.52
2025-01-02 07:16:00,Air Conditioner,168.68,18.31,3088.53,3.09
2025-01-02 07:17:00,Washing Machina,142.02,2.56,363.57,0.36
2025-01-02 07:18:00,Fan,128.28,12.89,1653.53,1.65
2025-01-02 07:19:00,Refrigerator,124.67,29.76,3710.18,3.71
2025-01-02 07:20:00,Microwave,230.68,21.59,4980.38,4.98
2025-01-02 07:21:00,Fan,222.21,13.2,2933.17,2.93
2025-01-02 07:22:00,Television,214.46,6.06,1299.63,1.3
2025-01-02 07:23:00,Television,,3.86,642.54,0.64
2025-01-02 07:24:00,Microwave,114.57,11.05,1266.0,1.27
2025-01-02 07:25:00,Fan,141.02,23.74,3347.81,3.35
2025-01-02 07:26:00,Washing Machina,235.42,25.58,6022.04,6.02
2025-01-02 07:27:00,Air Conditioner,167.56,7.24,1213.13,1.21
2025-01-02 07:28:00,Air Conditioner,165.89,1.0,165.89,0.17
2025-01-02 07:29:00,Air Conditioner,216.44,4.15,898.23,0.9
2025-01-02 07:30:00,Television,203.79,27.53,5610.34,5.61
2025-01-02 07:31:00,Fan,171.75,2.89,496.36,0.5
2025-01-02 07:32:00,Washing Machina,177.79,15.2,2702.41,2.7
2025-01-02 07:33:00,Air Conditioner,212.55,7.12,1513.36,1.51
2025-01-02 07:34:00,Fan,170.43,11.55,1968.47,1.97
2025-01-02 07:35:00,Television,122.13,6.33,773.08,0.77
2025-01-02 07:36:00,Computer,116.09,2.34,271.65,0.27
2025-01-02 07:37:00,Washing Machina,231.07,23.95,5534.13,5.53
2025-01-02 07:38:00,Refrigerator,228.2,7.22,1647.6,1.65
2025-01-02 07:39:00,Fan,201.28,25.16,5064.2,5.06
2025-01-02 07:40:00,Air Conditioner,207.88,3.93,816.97,0.82
2025-01-02 07:41:00,Refrigerator,169.36,7.45,1261.73,1.26
2025-01-02 07:42:00,Air Conditioner,225.19,14.26,3211.21,3.21
2025-01-02 07:43:00,Computer,126.55,13.19,1669.19,1.67
2025-01-02 07:44:00,Television,127.52,26.19,3339.75,3.34
2025-01-02 07:45:00,Fan,118.73,18.09,2147.83,2.15
2025-01-02 07:46:00,Heater,193.4,16.7,3229.78,3.23
2025-01-02 07:47:00,Air Conditioner,171.81,1.53,262.87,0.26
2025-01-02 07:48:00,Washing Machina,148.58,12.26,1821.59,1.82
2025-01-02 07:49:00,Air Conditioner,113.97,22.87,2606.49,2.61
2025-01-02 07:50:00,Refrigerator,211.85,2.95,624.96,0.62
2025-01-02 07:51:00,Television,216.79,8.17,1771.17,1.77
2025-01-02 07:52:00,Heater,175.33,22.62,3965.96,3.97
2025-01-02 07:53:00,Computer,140.18,26.14,3664.31,3.66
2025-01-02 07:54:00,Heater,228.1,8.6,1961.66,1.96
2025-01-02 07:55:00,Refrigerator,234.75,22.71,5331.17,5.33
2025-01-02 07:56:00,Microwave,151.86,3.52,534.55,0.53
2025-01-02 07:57:00,Television,161.64,27.77,4488.74,4.49
2025-01-02 07:58:00,Television,121.63,1.82,221.37,0.22
2025-01-02 07:59:00,Refrigerator,221.24,10.5,2323.02,2.32
2025-01-02 08:00:00,Computer,198.96,16.61,3304.73,3.3
2025-01-02 08:01:00,Television,118.26,3.49,412.73,0.41
2025-01-02 08:02:00,Refrigerator,163.77,3.31,542.08,0.54
2025-01-02 08:03:00,Washing Machina,136.65,14.17,1936.33,1.94
2025-01-02 08:04:00,Air Conditioner,195.09,21.92,4276.37,4.28
2025-01-02 08:05:00,Heater,229.34,0.92,210.99,0.21
2025-01-02 08:06:00,Fan,116.92,26.99,3155.67,3.16
2025-01-02 08:07:00,Air Conditioner,160.48,25.15,4036.07,4.04
2025-01-02 08:08:00,Television,160.54,28.85,4631.58,4.63
2025-01-02 08:09:00,Air Conditioner,137.43,6.66,915.28,0.92
2025-01-02 08:10:00,Refrigerator,196.3,29.61,5812.44,5.81
2025-01-02 08:11:00,Heater,133.18,27.85,3709.06,3.71
2025-01-02 08:12:00,Computer,225.31,18.12,4082.62,4.08
2025-01-02 08:13:00,Air Conditioner,173.94,4.09,711.41,0.71
2025-01-02 08:14:00,Refrigerator,114.43,18.58,2126.11,2.13
2025-01-02 08:15:00,Computer,122.74,21.23,2605.77,2.61
2025-01-02 08:16:00,Microwave,157.9,7.69,1214.25,1.21
2025-01-02 08:17:00,Air Conditioner,159.75,11.53,1841.92,1.84
2025-01-02 08:18:00,Fan,150.51,11.25,1693.24,1.69
2025-01-02 08:19:00,Television,234.03,12.37,2894.95,2.89
2025-01-02 08:20:00,Heater,214.84,0.74,158.98,0.16
2025-01-02 08:21:00,Fan,119.22,27.62,3292.86,3.29
2025-01-02 08:22:00,Computer,161.76,28.95,4682.95,4.68
2025-01-02 08:23:00,Fan,158.01,1.21,191.19,0.19
2025-01-02 08:24:00,Fan,165.3,18.59,3072.93,3.07
2025-01-02 08:25:00,Washing Machina,178.3,14.48,2581.78,2.58
2025-01-02 08:26:00,Computer,167.79,25.98,4359.18,4.36
2025-01-02 08:27:00,Heater,121.84,21.31,2596.41,2.6
2025-01-02 08:28:00,Television,199.68,21.78,4349.03,4.35
2025-01-02 08:29:00,Air Conditioner,145.73,21.95,3198.77,3.2
2025-01-02 08:30:00,Washing Machina,112.03,25.32,2836.6,2.84
2025-01-02 08:31:00,Fan,219.08,28.69,6285.41,6.29
2025-01-02 08:32:00,Heater,141.58,4.59,649.85,0.65
2025-01-02 08:33:00,Computer,197.94,18.32,3626.26,3.63
2025-01-02 08:34:00,Television,185.05,6.41,1186.17,1.19
2025-01-02 08:35:00,Fan,144.72,23.48,3398.03,3.4
2025-01-02 08:36:00,Computer,149.05,3.16,471.0,0.47
2025-01-02 08:37:00,Heater,204.13,24.39,4978.73,4.98
2025-01-02 08:38:00,Fan,213.35,15.56,3319.73,3.32
2025-01-02 08:39:00,Fan,173.93,15.98,2779.4,2.78
2025-01-02 08:40:00,Fan,210.76,1.09,229.73,0.23
2025-01-02 08:41:00,Heater,142.88,27.76,3966.35,3.97
2025-01-02 08:42:00,Television,182.63,0.77,140.63,0.14
2025-01-02 08:43:00,Microwave,133.08,12.93,1720.72,1.72
2025-01-02 08:44:00,Microwave,144.26,17.39,2508.68,2.51
2025-01-02 08:45:00,Microwave,193.94,10.3,1997.58,2.0
2025-01-02 08:46:00,Heater,185.44,1.42,263.32,0.26
2025-01-02 08:47:00,Refrigerator,234.82,20.27,4759.8,4.76
2025-01-02 08:48:00,Television,151.44,17.64,2671.4,2.67
2025-01-02 08:49:00,Computer,195.75,4.07,796.7,0.8
2025-01-02 08:50:00,Refrigerator,114.82,4.75,545.39,0.55
2025-01-02 08:51:00,Fan,140.09,23.53,3296.32,3.3
2025-01-02 08:52:00,Television,121.88,13.76,1677.07,1.68
2025-01-02 08:53:00,Washing Machina,150.92,26.07,3934.48,3.93
2025-01-02 08:54:00,Fan,229.07,20.97,4803.6,4.8
2025-01-02 08:55:00,Air Conditioner,118.57,1.53,181.41,0.18
2025-01-02 08:56:00,Microwave,129.18,4.03,520.6,0.52
2025-01-02 08:57:00,Microwave,110.02,14.85,1633.8,1.63
2025-01-02 08:58:00,Heater,137.59,25.29,3479.65,3.48
2025-01-02 08:59:00,Fan,118.41,11.34,1342.77,1.34
2025-01-02 09:00:00,Television,198.63,21.06,4183.15,4.18
2025-01-02 09:01:00,Air Conditioner,145.44,14.39,2092.88,2.09
2025-01-02 09:02:00,Microwave,205.84,21.76,4479.08,4.48
2025-01-02 09:03:00,Microwave,230.94,5.07,1170.87,1.17
2025-01-02 09:04:00,Computer,183.99,18.54,3411.17,3.41
2025-01-02 09:05:00,Washing Machina,181.2,19.19,3477.23,3.48
2025-01-02 09:06:00,Air Conditioner,229.8,8.35,1918.83,1.92
2025-01-02 09:07:00,Air Conditioner,118.11,2.59,305.9,0.31
2025-01-02 09:08:00,Refrigerator,154.42,8.3,1281.69,1.28
2025-01-02 09:09:00,Microwave,131.18,8.73,1145.2,1.15
2025-01-02 09:10:00,Washing Machina,206.44,26.77,5526.4,5.53
2025-01-02 09:11:00,Fan,118.48,20.88,2473.86,2.47
2025-01-02 09:12:00,Television,205.28,26.16,5370.12,5.37
2025-01-02 09:13:00,Heater,128.76,24.28,3126.29,3.13
2025-01-02 09:14:00,Washing Machina,189.93,23.3,4425.37,4.43
2025-01-02 09:15:00,Computer,220.75,20.91,4615.88,4.62
2025-01-02 09:16:00,Television,202.62,10.77,2182.22,2.18
2025-01-02 09:17:00,Refrigerator,,8.23,1319.1,1.32
2025-01-02 09:18:00,Heater,164.55,17.17,2825.32,2.83
2025-01-02 09:19:00,Refrigerator,133.42,6.36,848.55,0.85
2025-01-02 09:20:00,Heater,215.87,5.8,1252.05,1.25
2025-01-02 09:21:00,Air Conditioner,215.91,20.9,4512.52,4.51
2025-01-02 09:22:00,Television,125.68,22.25,2796.38,2.8
2025-01-02 09:23:00,Fan,217.93,7.84,1708.57,1.71
2025-01-02 09:24:00,Computer,164.89,27.43,4522.93,4.52
2025-01-02 09:25:00,Microwave,118.91,3.37,400.73,0.4
2025-01-02 09:26:00,Fan,173.18,0.61,105.64,0.11
2025-01-02 09:27:00,Washing Machina,200.45,2.15,430.97,0.43
2025-01-02 09:28:00,Fan,140.57,21.65,3043.34,3.04
2025-01-02 09:29:00,Television,182.71,7.07,1291.76,1.29
2025-01-02 09:30:00,Air Conditioner,116.72,14.07,1642.25,1.64
2025-01-02 09:31:00,Air Conditioner,140.14,6.76,947.35,0.95
2025-01-02 09:32:00,Washing Machina,117.7,29.74,3500.4,3.5
2025-01-02 09:33:00,Heater,193.05,27.34,5277.99,5.28
2025-01-02 09:34:00,Washing Machina,236.6,6.36,1504.78,1.5
2025-01-02 09:35:00,Washing Machina,195.92,8.7,1704.5,1.7
2025-01-02 09:36:00,Computer,188.36,17.77,3347.16,3.35
2025-01-02 09:37:00,Refrigerator,178.68,10.25,1831.47,1.83
2025-01-02 09:38:00,Fan,156.46,25.52,3992.86,3.99
2025-01-02 09:39:00,Microwave,150.22,12.12,1820.67,1.82
2025-01-02 09:40:00,Heater,159.87,27.26,4358.06,4.36
2025-01-02 09:41:00,Washing Machina,158.52,13.35,2116.24,2.12
2025-01-02 09:42:00,Air Conditioner,189.0,10.17,1922.13,1.92
2025-01-02 09:43:00,Computer,191.22,6.21,1187.48,1.19
2025-01-02 09:44:00,Microwave,207.87,8.88,1845.89,1.85
2025-01-02 09:45:00,Washing Machina,184.89,18.76,3468.54,3.47
2025-01-02 09:46:00,Washing Machina,122.97,22.75,2797.57,2.8
2025-01-02 09:47:00,Refrigerator,225.86,20.29,4582.7,4.58
2025-01-02 09:48:00,Fan,203.79,4.44,904.83,0.9
2025-01-02 09:49:00,Computer,171.97,25.01,4300.97,4.3
2025-01-02 09:50:00,Microwave,156.7,19.17,3003.94,3.0
2025-01-02 09:51:00,Television,144.78,12.75,1845.94,1.85
2025-01-02 09:52:00,Computer,113.96,16.55,1886.04,1.89
2025-01-02 09:53:00,Washing Machina,114.36,25.04,2863.57,2.86
2025-01-02 09:54:00,Computer,178.59,29.26,5225.54,5.23
2025-01-02 09:55:00,Air Conditioner,232.07,3.82,886.51,0.89
2025-01-02 09:56:00,Computer,215.01,21.04,4523.81,4.52
2025-01-02 09:57:00,Fan,190.99,11.15,2129.54,2.13
2025-01-02 09:58:00,Computer,189.43,13.9,2633.08,2.63
2025-01-02 09:59:00,Refrigerator,223.59,20.16,4507.57,4.51
2025-01-02 10:00:00,Heater,196.82,12.32,2424.82,2.42
2025-01-02 10:01:00,Microwave,199.51,28.6,5705.99,5.71
2025-01-02 10:02:00,Washing Machina,172.26,19.33,3329.79,3.33
2025-01-02 10:03:00,Computer,111.63,15.56,1736.96,1.74
2025-01-02 10:04:00,Heater,157.8,27.74,4377.37,4.38
2025-01-02 10:05:00,Fan,137.9,20.14,2777.31,2.78
2025-01-02 10:06:00,Computer,227.49,19.56,4449.7,4.45
2025-01-02 10:07:00,Washing Machina,146.55,6.51,954.04,0.95
2025-01-02 10:08:00,Fan,147.94,14.39,2128.86,2.13
2025-01-02 10:09:00,Refrigerator,212.91,20.47,4358.27,4.36
2025-01-02 10:10:00,Heater,128.07,25.9,3317.01,3.32
2025-01-02 10:11:00,Heater,145.5,28.5,4146.75,4.15
2025-01-02 10:12:00,Air Conditioner,220.18,9.55,2102.72,2.1
2025-01-02 10:13:00,Refrigerator,179.1,7.68,1375.49,1.38
2025-01-02 10:14:00,Washing Machina,213.13,11.23,2393.45,2.39
2025-01-02 10:15:00,Heater,201.55,23.46,4728.36,4.73
2025-01-02 10:16:00,Microwave,124.26,15.44,1918.57,1.92
2025-01-02 10:17:00,Air Conditioner,134.82,0.56,75.5,0.08
2025-01-02 10:18:00,Microwave,157.28,13.79,2168.89,2.17
2025-01-02 10:19:00,Refrigerator,210.1,1.36,285.74,0.29
2025-01-02 10:20:00,Fan,227.54,27.35,6223.22,6.22
2025-01-02 10:21:00,Washing Machina,226.85,28.46,6456.15,6.46
2025-01-02 10:22:00,Television,135.59,16.04,2174.86,2.17
2025-01-02 10:23:00,Refrigerator,,7.94,1446.59,1.45
2025-01-02 10:24:00,Refrigerator,,20.38,3464.4,3.46
2025-01-02 10:25:00,Fan,115.79,20.42,2364.43,2.36
2025-01-02 10:26:00,Television,207.37,24.86,5155.22,5.16
2025-01-02 10:27:00,Refrigerator,187.9,27.59,5184.16,5.18
2025-01-02 10:28:00,Heater,133.87,3.82,511.38,0.51
2025-01-02 10:29:00,Microwave,183.78,10.35,1902.12,1.9
2025-01-02 10:30:00,Heater,211.76,13.01,2755.0,2.75
2025-01-02 10:31:00,Computer,136.55,24.29,3316.8,3.32
2025-01-02 10:32:00,Refrigerator,184.07,20.91,3848.9,3.85
2025-01-02 10:33:00,Television,210.81,27.95,5892.14,5.89
2025-01-02 10:34:00,Washing Machina,165.02,15.04,2481.9,2.48
2025-01-02 10:35:00,Computer,191.08,1.82,347.77,0.35
2025-01-02 10:36:00,Refrigerator,225.65,2.03,458.07,0.46
2025-01-02 10:37:00,Air Conditioner,150.05,10.85,1628.04,1.63
2025-01-02 10:38:00,Air Conditioner,189.26,11.76,2225.7,2.23
2025-01-02 10:39:00,Refrigerator,217.88,28.11,6124.61,6.12
2025-01-02 10:40:00,Air Conditioner,238.76,16.76,4001.62,4.0
2025-01-02 10:41:00,Television,139.28,9.5,1323.16,1.32
2025-01-02 10:42:00,Air Conditioner,225.91,1.38,311.76,0.31
2025-01-02 10:43:00,Television,122.94,27.52,3383.31,3.38
2025-01-02 10:44:00,Fan,189.93,19.94,3787.2,3.79
2025-01-02 10:45:00,Television,116.52,29.16,3397.72,3.4
2025-01-02 10:46:00,Microwave,224.31,28.42,6374.89,6.37
2025-01-02 10:47:00,Microwave,149.4,5.06,755.96,0.76
2025-01-02 10:48:00,Heater,232.32,2.3,534.34,0.53
2025-01-02 10:49:00,Heater,213.64,13.39,2860.64,2.86
2025-01-02 10:50:00,Fan,136.04,5.52,750.94,0.75
2025-01-02 10:51:00,Computer,176.05,10.55,1857.33,1.86
2025-01-02 10:52:00,Heater,118.63,17.09,2027.39,2.03
2025-01-02 10:53:00,Microwave,230.57,20.37,4696.71,4.7
2025-01-02 10:54:00,Computer,112.12,3.88,435.03,0.44
2025-01-02 10:55:00,Heater,180.39,16.28,2936.75,2.94
2025-01-02 10:56:00,Fan,197.19,13.8,2721.22,2.72
2025-01-02 10:57:00,Refrigerator,153.57,17.22,2644.48,2.64
2025-01-02 10:58:00,Fan,202.66,7.33,1485.5,1.49
2025-01-02 10:59:00,Microwave,201.67,5.54,1117.25,1.12
2025-01-02 11:00:00,Air Conditioner,174.95,16.16,2827.19,2.83
2025-01-02 11:01:00,Washing Machina,213.13,20.51,4371.3,4.37
2025-01-02 11:02:00,Refrigerator,175.9,24.38,4288.44,4.29
2025-01-02 11:03:00,Television,218.4,10.6,2315.04,2.32
2025-01-02 11:04:00,Washing Machina,220.93,11.23,2481.04,2.48
2025-01-02 11:05:00,Heater,226.04,28.34,6405.97,6.41
2025-01-02 11:06:00,Television,146.35,12.32,1803.03,1.8
2025-01-02 11:07:00,Refrigerator,220.01,2.93,644.63,0.64
2025-01-02 11:08:00,Refrigerator,147.46,11.19,1650.08,1.65
2025-01-02 11:09:00,Computer,127.96,14.59,1866.94,1.87
2025-01-02 11:10:00,Television,199.42,15.27,3045.14,3.05
2025-01-02 11:11:00,Computer,200.03,28.62,5724.86,5.72
2025-01-02 11:12:00,Fan,168.88,12.87,2173.49,2.17
2025-01-02 11:13:00,Heater,171.11,27.76,4750.01,4.75
2025-01-02 11:14:00,Computer,177.94,27.63,4916.48,4.92
2025-01-02 11:15:00,Microwave,233.09,13.12,3058.14,3.06
